,Subject,Predicate,Object,SubjectTerm,PredicateTerm,ObjectTerm,Domain,Domain Version
120,http://purl.org/iot/vocab/m3-lite#Decibel,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#Unit,Decibel,subClassOf,Unit,lov_fiesta-iot,v1-0-2
121,http://purl.org/iot/vocab/m3-lite#Tonne,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Tonne,type,Class,lov_fiesta-iot,v1-0-2
122,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#interfaceDescription,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#anyURI,interfaceDescription,range,anyURI,lov_fiesta-iot,v1-0-2
123,http://purl.org/iot/vocab/m3-lite#MillimeterPerHour,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.oclc.org/NET/ssnx/qu/unit#millimetrePerHour,MillimeterPerHour,seeAlso,millimetrePerHour,lov_fiesta-iot,v1-0-2
124,ub350bL329C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL329C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
125,http://purl.org/iot/vocab/m3-lite#Telephone,http://www.w3.org/2000/01/rdf-schema#label,Telephone Actuating Device,Telephone,label,Telephone Actuating Device,lov_fiesta-iot,v1-0-2
126,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#ActuatingDevice,http://www.w3.org/2000/01/rdf-schema#label,Actuating Device,ActuatingDevice,label,Actuating Device,lov_fiesta-iot,v1-0-2
127,http://purl.oclc.org/NET/ssnx/ssn#observedBy,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/ssnx/ssn#Observation,observedBy,domain,Observation,lov_fiesta-iot,v1-0-2
128,ub350bL1911C30,http://www.w3.org/2002/07/owl#onProperty,http://purl.oclc.org/NET/ssnx/ssn#observedBy,ub350bL1911C30,onProperty,observedBy,lov_fiesta-iot,v1-0-2
129,http://purl.org/iot/vocab/m3-lite#ABS,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#ActuatingDevice,ABS,subClassOf,ActuatingDevice,lov_fiesta-iot,v1-0-2
130,http://purl.org/iot/vocab/m3-lite#Direction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Direction,type,Class,lov_fiesta-iot,v1-0-2
131,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#radius,http://www.w3.org/2000/01/rdf-schema#label,Radius,radius,label,Radius,lov_fiesta-iot,v1-0-2
132,http://purl.org/iot/vocab/m3-lite#HouseholdApplianceTemperature,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,HouseholdApplianceTemperature,type,Class,lov_fiesta-iot,v1-0-2
133,ub350bL1212C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL1212C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
134,http://purl.org/iot/vocab/m3-lite#TV,http://www.w3.org/2000/01/rdf-schema#comment,An actuator to automatically switch on/off the television.,TV,comment,off the television.,lov_fiesta-iot,v1-0-2
135,http://purl.org/iot/vocab/m3-lite#RelativeHumidity,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,RelativeHumidity,type,Class,lov_fiesta-iot,v1-0-2
136,ub350bL834C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL834C26,type,Restriction,lov_fiesta-iot,v1-0-2
137,ub350bL2087C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL2087C26,type,Restriction,lov_fiesta-iot,v1-0-2
138,http://purl.oclc.org/NET/ssnx/ssn#madeObservation,http://www.w3.org/2000/01/rdf-schema#range,http://purl.oclc.org/NET/ssnx/ssn#Observation,madeObservation,range,Observation,lov_fiesta-iot,v1-0-2
139,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasUnit,http://www.w3.org/2002/07/owl#equivalentProperty,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasMetaData,hasUnit,equivalentProperty,hasMetaData,lov_fiesta-iot,v1-0-2
140,http://purl.org/iot/vocab/m3-lite#SolarRadiation,http://www.w3.org/2000/01/rdf-schema#label,"Solar Radiation Measurement, PAR Measurement (Photosynthetically Active Radiation)",SolarRadiation,label,"Solar Radiation Measurement, PAR Measurement (Photosynthetically Active Radiation)",lov_fiesta-iot,v1-0-2
141,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#Thing,http://www.w3.org/2000/01/rdf-schema#comment,"A Thing in oneM2M  (Class: Thing) is an entity that can be identified in the oneM2M System. 
A Thing that is not a Device is not able to conmmunicate electronically with its environment. However, the sub-class of Thing that is able to interact electronically is called a ""Device"".
A Thing may have ThingProperties (Object Property: hasThingProperty). A Thing can have relations to other things (Object Property: hasThingRelation).
Since a Thing that is not a Device is not able to conmmunicate electronically it cannot influence the value of its ThingProperties or being influenced by it. Similarly a Thing cannot document its - real-world - relationships (via hasThingRelation) to other Things.

E.g. A room that is modelled in oneM2M would be a Thing that could have a room-temperature as a ThingProperty and could have a relationship ""isAdjacentTo"" to another room",Thing,comment,"A Thing in oneM2M  (Class: Thing) is an entity that can be identified in the oneM2M System. 
A Thing that is not a Device is not able to conmmunicate electronically with its environment. However, the sub-class of Thing that is able to interact electronically is called a ""Device"".
A Thing may have ThingProperties (Object Property: hasThingProperty). A Thing can have relations to other things (Object Property: hasThingRelation).
Since a Thing that is not a Device is not able to conmmunicate electronically it cannot influence the value of its ThingProperties or being influenced by it. Similarly a Thing cannot document its - real-world - relationships (via hasThingRelation) to other Things.

E.g. A room that is modelled in oneM2M would be a Thing that could have a room-temperature as a ThingProperty and could have a relationship ""isAdjacentTo"" to another room",lov_fiesta-iot,v1-0-2
142,ub350bL1582C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL1582C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
143,http://purl.org/iot/vocab/m3-lite#WeatherPrecipitation,http://www.w3.org/2000/01/rdf-schema#label,Weather Precipitation,WeatherPrecipitation,label,Weather Precipitation,lov_fiesta-iot,v1-0-2
144,http://purl.org/iot/vocab/m3-lite#Millimetre,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Meter,Millimetre,subClassOf,Meter,lov_fiesta-iot,v1-0-2
145,http://purl.org/iot/vocab/m3-lite#DiastolicBloodPressure,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#BloodPressure,DiastolicBloodPressure,subClassOf,BloodPressure,lov_fiesta-iot,v1-0-2
146,ub350bL732C26,http://www.w3.org/2002/07/owl#qualifiedCardinality,1,ub350bL732C26,qualifiedCardinality,1,lov_fiesta-iot,v1-0-2
147,http://purl.oclc.org/NET/ssnx/ssn#onPlatform,http://www.w3.org/2000/01/rdf-schema#range,http://purl.oclc.org/NET/ssnx/ssn#Platform,onPlatform,range,Platform,lov_fiesta-iot,v1-0-2
148,http://purl.org/iot/vocab/m3-lite#Sound,http://www.w3.org/2000/01/rdf-schema#comment,Measure of noise level in the environment,Sound,comment,Measure of noise level in the environment,lov_fiesta-iot,v1-0-2
149,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#radius,http://www.w3.org/2000/01/rdf-schema#comment,Specifies the radius of a circle coverage defined by a point -the center of the circle- and its radius.,radius,comment,Specifies the radius of a circle coverage defined by a point -the center of the circle- and its radius.,lov_fiesta-iot,v1-0-2
150,http://purl.org/iot/vocab/m3-lite#AirConditioner,http://www.w3.org/2000/01/rdf-schema#label,Air Conditioner Actuating Device,AirConditioner,label,Air Conditioner Actuating Device,lov_fiesta-iot,v1-0-2
151,http://purl.org/iot/vocab/m3-lite#HeartBeat,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,HeartBeat,type,Class,lov_fiesta-iot,v1-0-2
152,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#id,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string,id,range,string,lov_fiesta-iot,v1-0-2
153,http://purl.org/iot/vocab/m3-lite#SpeedSensor,http://www.w3.org/2000/01/rdf-schema#label,Speed Sensor,SpeedSensor,label,Speed Sensor,lov_fiesta-iot,v1-0-2
154,http://purl.org/iot/vocab/m3-lite#VisibilitySensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL439C26,VisibilitySensor,subClassOf,ub350bL439C26,lov_fiesta-iot,v1-0-2
155,http://purl.org/iot/vocab/m3-lite#MmHg,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,MmHg,type,Class,lov_fiesta-iot,v1-0-2
156,http://purl.org/iot/vocab/m3-lite#GasDetector,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,GasDetector,type,Class,lov_fiesta-iot,v1-0-2
157,http://purl.org/iot/vocab/m3-lite#Millibar,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://data.qudt.org/qudt/owl/1.0.0/unit.owl#Bar,Millibar,subClassOf,Bar,lov_fiesta-iot,v1-0-2
158,http://purl.org/iot/vocab/m3-lite#ECG,http://www.w3.org/2000/01/rdf-schema#comment,ECG or EKG (Electrocardiogram) device.,ECG,comment,ECG or EKG (Electrocardiogram) device.,lov_fiesta-iot,v1-0-2
159,http://purl.org/iot/vocab/m3-lite#Timestamp,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Timestamp,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
160,http://purl.org/iot/vocab/m3-lite#Calibration,http://www.w3.org/2000/01/rdf-schema#label,Calcium Quantity Kind,Calibration,label,Calcium Quantity Kind,lov_fiesta-iot,v1-0-2
161,ub350bL2886C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL2886C26,type,Restriction,lov_fiesta-iot,v1-0-2
162,http://purl.org/iot/vocab/m3-lite#CoffeeMachine,http://www.w3.org/2000/01/rdf-schema#comment,An actuator to automatically switch on/off the coffee machine.,CoffeeMachine,comment,off the coffee machine.,lov_fiesta-iot,v1-0-2
163,http://purl.org/iot/vocab/m3-lite#ESP,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1507C26,ESP,subClassOf,ub350bL1507C26,lov_fiesta-iot,v1-0-2
164,http://purl.org/iot/vocab/m3-lite#PresenceStateEmergencyVehicle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Presence,PresenceStateEmergencyVehicle,subClassOf,Presence,lov_fiesta-iot,v1-0-2
165,http://purl.oclc.org/NET/ssnx/ssn#Sensor,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2005/Incubator/ssn/wiki/SSN_Skeleton#Skeleton,Sensor,seeAlso,Skeleton,lov_fiesta-iot,v1-0-2
166,http://purl.org/iot/vocab/m3-lite#Power,http://www.w3.org/2000/01/rdf-schema#comment,"It is the rate, per unit time, at which electrical energy is transferred by an electric circuit.",Power,comment,"It is the rate, per unit time, at which electrical energy is transferred by an electric circuit.",lov_fiesta-iot,v1-0-2
167,http://purl.org/iot/vocab/m3-lite#EnergyMeter,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL504C26,EnergyMeter,subClassOf,ub350bL504C26,lov_fiesta-iot,v1-0-2
168,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#interfaceType,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string,interfaceType,range,string,lov_fiesta-iot,v1-0-2
169,http://purl.org/iot/vocab/m3-lite#hasSource,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.org/NET/ssnx/qu/qu#QuantityKind,hasSource,domain,QuantityKind,lov_fiesta-iot,v1-0-2
170,ub350bL139C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL139C26,type,Restriction,lov_fiesta-iot,v1-0-2
171,http://purl.org/iot/vocab/m3-lite#FuelLevel,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1522C26,FuelLevel,subClassOf,ub350bL1522C26,lov_fiesta-iot,v1-0-2
172,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Entity,http://www.w3.org/2000/01/rdf-schema#comment,An IoT Object,Entity,comment,An IoT Object,lov_fiesta-iot,v1-0-2
173,http://purl.org/iot/vocab/m3-lite#WindSpeed,http://www.w3.org/2000/01/rdf-schema#comment,The ratio of the distance covered by moving air to the time quantity taken to cover it.,WindSpeed,comment,The ratio of the distance covered by moving air to the time quantity taken to cover it.,lov_fiesta-iot,v1-0-2
174,http://purl.org/iot/vocab/m3-lite#Pascal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Pascal,type,Class,lov_fiesta-iot,v1-0-2
175,ub350bL710C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#exposedBy,ub350bL710C26,onProperty,exposedBy,lov_fiesta-iot,v1-0-2
176,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#metadataType,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string,metadataType,range,string,lov_fiesta-iot,v1-0-2
177,http://purl.org/iot/vocab/m3-lite#SunPositionDirectionSensor,http://www.w3.org/2000/01/rdf-schema#label,Sun Position Direction Sensor,SunPositionDirectionSensor,label,Sun Position Direction Sensor,lov_fiesta-iot,v1-0-2
178,http://purl.org/iot/vocab/m3-lite#Millilitre,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Liter,Millilitre,subClassOf,Liter,lov_fiesta-iot,v1-0-2
179,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#isMobile,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty,isMobile,type,DatatypeProperty,lov_fiesta-iot,v1-0-2
180,ub350bL985C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#BuildingAutomation,ub350bL985C26,someValuesFrom,BuildingAutomation,lov_fiesta-iot,v1-0-2
181,http://purl.org/dc/elements/1.1/rights,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty,rights,type,AnnotationProperty,lov_fiesta-iot,v1-0-2
182,http://purl.org/iot/vocab/m3-lite#Cholesterol,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Cholesterol,type,Class,lov_fiesta-iot,v1-0-2
183,ub350bL1911C30,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1911C30,type,Restriction,lov_fiesta-iot,v1-0-2
184,ub350bL1658C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL1658C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
185,http://purl.org/iot/vocab/m3-lite#RecognizedActivity,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,RecognizedActivity,type,Class,lov_fiesta-iot,v1-0-2
186,http://purl.org/iot/vocab/m3-lite#ThrottleSensor,http://www.w3.org/2000/01/rdf-schema#label,Throttle Position Sensor,ThrottleSensor,label,Throttle Position Sensor,lov_fiesta-iot,v1-0-2
187,http://purl.org/iot/vocab/m3-lite#Watt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Watt,type,Class,lov_fiesta-iot,v1-0-2
188,http://purl.org/iot/vocab/m3-lite#AirThermometer,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,AirThermometer,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
189,http://purl.org/iot/vocab/m3-lite#CloudCover,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,CloudCover,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
190,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasAttribute,http://www.w3.org/2000/01/rdf-schema#range,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Attribute,hasAttribute,range,Attribute,lov_fiesta-iot,v1-0-2
191,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasMetaData,http://www.w3.org/2000/01/rdf-schema#comment,"A Value of a Thing can have MetaData (like units, precision-ranges).",hasMetaData,comment,"A Value of a Thing can have MetaData (like units, precision-ranges).",lov_fiesta-iot,v1-0-2
192,ub350bL1717C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1717C26,type,Restriction,lov_fiesta-iot,v1-0-2
193,http://purl.org/iot/vocab/m3-lite#Shower,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#ActuatingDevice,Shower,subClassOf,ActuatingDevice,lov_fiesta-iot,v1-0-2
194,ub350bL2330C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL2330C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
195,http://purl.org/iot/vocab/m3-lite#FuelConsumption,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,FuelConsumption,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
196,http://purl.org/iot/vocab/m3-lite#WaterTemperature,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,WaterTemperature,type,Class,lov_fiesta-iot,v1-0-2
197,http://purl.org/iot/vocab/m3-lite#Mass,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.oclc.org/NET/ssnx/qu/quantity#mass,Mass,seeAlso,mass,lov_fiesta-iot,v1-0-2
198,http://purl.org/iot/vocab/m3-lite#TimeRelatedStateDriver,http://www.w3.org/2000/01/rdf-schema#comment,Indicator of whether the driver of a vehicle approaches or exceeds his/her working time limits.,TimeRelatedStateDriver,comment,her working time limits.,lov_fiesta-iot,v1-0-2
199,http://www.loa.istc.cnr.it/ontologies/DUL.owl#hasDataValue,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean,hasDataValue,range,boolean,lov_fiesta-iot,v1-0-2
200,ub350bL2956C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#BuildingAutomation,ub350bL2956C26,someValuesFrom,BuildingAutomation,lov_fiesta-iot,v1-0-2
201,http://purl.org/iot/vocab/m3-lite#HouseholdApplianceTemperature,http://www.w3.org/2000/01/rdf-schema#label,Household Appliance Temperature,HouseholdApplianceTemperature,label,Household Appliance Temperature,lov_fiesta-iot,v1-0-2
202,http://purl.org/iot/vocab/m3-lite#Motion,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Motion,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
203,http://purl.org/iot/vocab/m3-lite#Calibration,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Calibration,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
204,http://purl.org/iot/vocab/m3-lite#LeafWetnessSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,LeafWetnessSensor,type,Class,lov_fiesta-iot,v1-0-2
205,http://purl.org/iot/vocab/m3-lite#VehicleCountSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,VehicleCountSensor,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
206,http://www.w3.org/2003/01/geo/wgs84_pos#Point,http://www.w3.org/2003/01/geo/wgs84_pos#long,,Point,long,,lov_fiesta-iot,v1-0-2
207,http://purl.org/iot/vocab/m3-lite#ChemicalAgentAtmosphericConcentrationAirParticles,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,ChemicalAgentAtmosphericConcentrationAirParticles,type,Class,lov_fiesta-iot,v1-0-2
208,http://purl.org/iot/vocab/m3-lite#Fridge,http://www.w3.org/2000/01/rdf-schema#label,"Fridge, Refrigerator Actuating Device",Fridge,label,"Fridge, Refrigerator Actuating Device",lov_fiesta-iot,v1-0-2
209,http://purl.org/iot/vocab/m3-lite#ElectricCharge,http://www.w3.org/2000/01/rdf-schema#comment,It is the physical property of matter that causes it to experience a force when placed in an electromagnetic field. (Source Wikipedia).,ElectricCharge,comment,It is the physical property of matter that causes it to experience a force when placed in an electromagnetic field. (Source Wikipedia).,lov_fiesta-iot,v1-0-2
210,http://purl.org/iot/vocab/m3-lite#PH,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,PH,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
211,http://purl.org/iot/vocab/m3-lite#Transportation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Transportation,type,Class,lov_fiesta-iot,v1-0-2
212,http://purl.org/iot/vocab/m3-lite#BodyThermometer,http://www.w3.org/2000/01/rdf-schema#label,Body Thermometer,BodyThermometer,label,Body Thermometer,lov_fiesta-iot,v1-0-2
